dataset,method,phase,params,seed,train_frac,n_train,n_val,val_auc_pr,val_auc_roc,error,wall_s
litnet2020,lof,grid,"{""n_neighbors"": 50}",11,0.4,420000,225000,0.04134262511854003,,,586.8
