dataset,method,phase,params,seed,train_frac,n_train,n_val,val_auc_pr,val_auc_roc,error,wall_s
litnet2020,hst,grid,"{""max_depth"": 10, ""num_trees"": 100, ""window_size"": 100}",11,0.4,420000,225000,0.00023684264099869582,,,1381.3
