dataset,method,phase,params,seed,train_frac,n_train,n_val,val_auc_pr,val_auc_roc,error,wall_s
litnet2020,iforest_asd,grid,"{""n_estimators"": 50, ""window_size"": 4096}",11,0.4,420000,225000,0.16400341007095362,,,1839.2
