dataset,method,phase,params,seed,train_frac,n_train,n_val,val_auc_pr,val_auc_roc,error,wall_s
cicids2017,hst,grid,"{""max_depth"": 10, ""num_trees"": 25, ""window_size"": 500}",11,0.4,448000,240000,0.25823315556160686,,,137.0
