dataset,method,phase,params,seed,train_frac,n_train,n_val,val_auc_pr,val_auc_roc,error,wall_s
litnet2020,kitnet,grid,"{""max_size_ae"": 20}",11,0.4,420000,225000,0.05965044137618165,,,436.2
