dataset,method,phase,params,seed,train_frac,n_train,n_val,val_auc_pr,val_auc_roc,error,wall_s
cicids2017,kitnet,grid,"{""max_size_ae"": 20}",11,0.4,448000,240000,0.20816977171357953,,,191.1
