dataset,method,phase,params,seed,train_frac,n_train,n_val,val_auc_pr,val_auc_roc,error,wall_s
litnet2020,loda,grid,"{""n_bins"": 50, ""n_random_cuts"": 500}",11,0.4,420000,225000,0.019821013142088152,,,11690.2
