dataset,method,phase,params,seed,train_frac,n_train,n_val,val_auc_pr,val_auc_roc,error,wall_s
litnet2020,rrcf,grid,"{""num_trees"": 40, ""tree_size"": 512}",11,0.4,420000,225000,3.003916710825504e-05,,,10621.7
