auc_roc,auc_pr,precision,recall,f1,brier,ece_10,latency_mean,latency_p50,latency_p95,latency_p99,throughput_eps,burn_rate_alerts,score_std,score_min,score_max,score_finite_frac,dataset,method,seed,threshold,n_test,uses_fallback,level_target_pct,is_natural,resample_seed,n_redraws,n_flows,achieved_train_prev,achieved_val_prev,achieved_test_prev,cell_wall_s
0.585457733885171,0.402505177988329,0.4070857468878024,0.9976695861573418,0.5782317519275142,0.2996130929642522,0.25284901709265134,0.0016243183663998144,0.0,0.0,0.0,10.582277153491729,128675,0.07503801216255565,0.39242479563762134,0.860620827404609,1.0,cicids2017,loda,11,0.49099009556716317,128734,False,40.0,False,11,0,858221,0.3999990012550894,0.40000621441277684,0.39999533922662234,12171.7
