auc_roc,auc_pr,precision,recall,f1,brier,ece_10,latency_mean,latency_p50,latency_p95,latency_p99,throughput_eps,burn_rate_alerts,score_std,score_min,score_max,score_finite_frac,dataset,method,seed,threshold,n_test,uses_fallback,level_target_pct,is_natural,resample_seed,n_redraws,n_flows,achieved_train_prev,achieved_val_prev,achieved_test_prev,cell_wall_s
0.7413502765099111,0.5407467881554283,0.39999533922662234,1.0,0.5714238155215368,0.21468035573508723,0.11764206815278669,0.0,0.0,0.0,0.0,21.695702009576866,128675,0.13315839094704338,0.10384841565575642,0.9894247702754253,1.0,cicids2017,hst,11,0.06802501258869309,128734,False,40.0,False,11,0,858221,0.3999990012550894,0.40000621441277684,0.39999533922662234,5946.9
