auc_roc,auc_pr,precision,recall,f1,brier,ece_10,latency_mean,latency_p50,latency_p95,latency_p99,throughput_eps,burn_rate_alerts,score_std,score_min,score_max,score_finite_frac,dataset,method,seed,threshold,n_test,uses_fallback,level_target_pct,is_natural,resample_seed,n_redraws,n_flows,achieved_train_prev,achieved_val_prev,achieved_test_prev,cell_wall_s
0.8532084862844801,0.2510803164553518,0.231319446028885,0.9851812263142552,0.37466740576496677,0.3520497417075285,0.5239238080966613,0.0024107055003443865,0.0,0.0,0.0,20.57754396439536,207758,0.10863357288150793,0.32542155873741807,0.8626025382586887,1.0,cicids2017,loda,47,0.6558771359721554,207841,False,10.0,False,47,0,1385597,0.09990236277949556,0.10142466043427846,0.09902762207649117,10105.9
