auc_roc,auc_pr,precision,recall,f1,brier,ece_10,latency_mean,latency_p50,latency_p95,latency_p99,throughput_eps,burn_rate_alerts,score_std,score_min,score_max,score_finite_frac,dataset,method,seed,threshold,n_test,uses_fallback,level_target_pct,is_natural,resample_seed,n_redraws,n_flows,achieved_train_prev,achieved_val_prev,achieved_test_prev,cell_wall_s,brier_raw,brier_iso,crc_alpha,crc_tau,elkan_tau,alert_rate,test_fpr,provenance
0.8850898004772715,0.1660656027279012,0.2075361059832772,0.9812095697710236,0.3426071991969023,0.0657907251665336,0.1316198989635841,0.0037531276063386,0.0,0.0,0.0,2863.5798358436923,196656,0.1438843207507437,0.0,1.0,1.0,cicids2017,ecod_batch_ref,23,0.29896281460325,196902,False,5.0,False,23,0,1312671,0.0499592433741915,0.0507262569832402,0.0494611532640602,2822.6,,,,,,,,sweep_cell
0.8846438844344529,0.1655851624300792,0.2078054716530128,0.9812230658731788,0.3429749843091544,0.0658644689790981,0.1316363897103632,0.0042690545605997,0.0,0.0,0.0,2591.013504258743,196648,0.1438889072653359,0.0,1.0,1.0,cicids2017,ecod_batch_ref,47,0.2992107525488816,196902,False,5.0,False,47,0,1312671,0.0499135350087988,0.0509040121889283,0.049496703944094,2847.9,,,,,,,,sweep_cell
0.9364743234221136,0.2805958901269131,0.1962742655037981,0.9997952707544272,0.3281315617073457,0.0975226518851922,0.2330549103918065,0.0,0.0,0.0,0.0,29.52078852355103,196670,0.1666932918087101,0.0887082969405661,0.98730977706569,1.0,cicids2017,hst,11,0.3194277207598993,196902,False,5.0,False,11,0,1312671,0.0499418306635657,0.0506551549009649,0.0496135133213476,6674.9,,,,,,,,sweep_cell
0.9081308929131228,0.1986219219227696,0.0889308934180729,1.0,0.1633361565102179,0.1404328829568215,0.3002642953775343,0.0,0.0,0.0,0.0,22.791389383435813,196803,0.1802744778051252,0.1142026214999618,0.9952319633783474,1.0,cicids2017,hst,23,0.2660925416952773,196902,False,5.0,False,23,0,1312671,0.0499592433741915,0.0507262569832402,0.0494611532640602,8648.5,,,,,,,,sweep_cell
0.829142034329956,0.1185650392313644,0.1456784140301988,0.9869690129283808,0.2538832068624216,0.1047566162088342,0.209088949333698,0.0017642175176421,0.0,0.0,0.0,22.42831029091862,196718,0.1695630147997573,0.0602911152819104,0.9793267109178302,1.0,cicids2017,hst,47,0.2455562517738613,196902,False,5.0,False,47,0,1312671,0.0499135350087988,0.0509040121889283,0.049496703944094,8786.3,,,,,,,,sweep_cell
0.9034618444381488,0.2007720557458721,0.1816977146149414,0.9684716961817996,0.3059881304678277,0.3610388485738957,0.5625310535256247,0.0033709048772779,0.0,0.0,0.0,34.44156950229913,196794,0.1114204523394753,0.3077315006693223,0.8623525623943006,1.0,cicids2017,loda,11,0.7044583207749464,196902,False,5.0,False,11,0,1312671,0.0499418306635657,0.0506551549009649,0.0496135133213476,5722.7,,,,,,,,sweep_cell
0.9084882052803356,0.2145865522783569,0.2229350859348512,0.8777081835917445,0.3555592529428892,0.3658223052441054,0.5671080585491601,0.0139577805975314,0.0,0.0,1.0,22.50162031953551,196738,0.1094311867255437,0.3278774258928443,0.8611677284331566,1.0,cicids2017,loda,23,0.73189383160946,196902,False,5.0,False,23,0,1312671,0.0499592433741915,0.0507262569832402,0.0494611532640602,8757.8,,,,,,,,sweep_cell
0.9075620062459148,0.2073838713196832,0.1604341374768676,0.9873794377180382,0.2760193325397622,0.3609483487767406,0.5625468029105369,0.0016599232285506,0.0,0.0,0.0,25.60144880728808,196797,0.1131570366456759,0.3213900841498674,0.8622211076450201,1.0,cicids2017,loda,47,0.6910521643075882,196902,False,5.0,False,47,0,1312671,0.0499135350087988,0.0509040121889283,0.049496703944094,7697.8,,,,,,,,sweep_cell
0.9714382391746236,0.5381345911357013,0.6321917808219178,0.7558603746545194,0.6885169471770246,0.0496194786320783,0.0496197529773489,0.0072600161333691,0.0,0.0,0.0,62.22734475217909,194230,0.0024423851096555,6.171397743537422e-19,1.0,1.0,cicids2017,lof_batch_ref,11,3.329981448080504e-17,196902,False,5.0,False,11,0,1312671,0.0499418306635657,0.0506551549009649,0.0496135133213476,3255.1,,,,,,,,sweep_cell
0.9722122322490974,0.5379653709648973,0.6347315877047027,0.7442242530033885,0.685130919746668,0.0494671185747909,0.0494673929200616,0.0075311515815418,0.0,0.0,0.0,71.83996931063268,194294,0.0024423851096555,6.171397743537422e-19,1.0,1.0,cicids2017,lof_batch_ref,23,3.4067432344504525e-17,196902,False,5.0,False,23,0,1312671,0.0499592433741915,0.0507262569832402,0.0494611532640602,2822.6,,,,,,,,sweep_cell
0.9715374379815174,0.5366885750903743,0.6311503811503811,0.7475887543607634,0.6844527947393142,0.0495026692548247,0.0495029436000953,0.0073569482288828,0.0,0.0,0.0,71.42833266975889,194306,0.0024423851096555,6.171397743537422e-19,1.0,1.0,cicids2017,lof_batch_ref,47,3.351992375924964e-17,196902,False,5.0,False,47,0,1312671,0.0499135350087988,0.0509040121889283,0.049496703944094,2847.9,,,,,,,,sweep_cell
0.9357244708622314,0.4499367809209417,0.4691588354523678,0.9910957571039316,0.6368496748374187,0.1020840929904367,0.1041566828118974,0.0009809210848987,0.0,0.0,0.0,76.55195304857786,207413,0.3891859146496932,8.386565697562796e-05,1.0,1.0,cicids2017,bocpd_slo,11,0.261744966442953,207841,False,10.0,False,11,0,1385597,0.0998961766831594,0.1015978714293275,0.0988832809695873,9462.4,,,,,,,,sweep_cell
0.9349514882427936,0.446504319927219,0.469881459316377,0.9911152109530514,0.6375191280722026,0.1021470497687555,0.1039016442861094,0.0014185784865235,0.0,0.0,0.0,88.3955128005824,207399,0.38904611415585,8.386565697562796e-05,1.0,1.0,cicids2017,bocpd_slo,23,0.261744966442953,207841,False,10.0,False,23,0,1385597,0.0998920526189354,0.1014006033516327,0.099099792629943,10017.4,,,,,,,,sweep_cell
0.9347020214214828,0.4451991538032682,0.4690013327818374,0.9916431833641044,0.636817472698908,0.1022871726728202,0.1043038577000752,0.0009789525208027,0.0,0.0,0.0,177.035856131962,207420,0.3893927972544466,2.7891405985100998e-15,1.0,1.0,cicids2017,bocpd_slo,47,0.261744966442953,207841,False,10.0,False,47,0,1385597,0.0999023627794955,0.1014246604342784,0.0990276220764911,10760.8,,,,,,,,sweep_cell
0.9357261678543058,0.4611190350595018,0.0,0.0,0.0,0.0625257980247196,0.0743540627069031,,,,,76.55195304857786,185148,0.1185548015687876,0.0205479452054794,0.3183759279942185,1.0,cicids2017,bocpd_v1_iso_crc,11,0.3183759279942185,207841,False,10.0,False,11,0,1385597,0.0998961766831594,0.1015978714293275,0.0988832809695873,9462.4,0.1020840929904367,0.0625257980247196,0.01,0.3183759279942185,0.0909090909090909,0.0,0.0,sweep_cell
0.9374738343209258,0.4684031545310504,0.0,0.0,0.0,0.0623381580578543,0.0737639108717609,,,,,88.3955128005824,185185,0.1190247004350425,0.0188679245283018,0.317639101282202,1.0,cicids2017,bocpd_v1_iso_crc,23,0.3176391012822021,207841,False,10.0,False,23,0,1385597,0.0998920526189354,0.1014006033516327,0.099099792629943,10017.4,0.1021470497687555,0.0623381580578543,0.01,0.3176391012822021,0.0909090909090909,0.0,0.0,sweep_cell
