auc_roc,auc_pr,precision,recall,f1,brier,ece_10,latency_mean,latency_p50,latency_p95,latency_p99,throughput_eps,burn_rate_alerts,score_std,score_min,score_max,score_finite_frac,dataset,method,seed,threshold,n_test,uses_fallback
0.9982057304047245,0.9430559308750308,0.9756133609222584,0.45147390739347515,0.617290877635947,0.014835446463523522,0.04405865592626865,0.0057479957646347,0.0,0.0,0.0,574.1651058420878,215183,0.16895434541693102,0.000249994850072016,1.0,1.0,litnet2020,bocpd_slo,11,0.6551724137931034,225000,False
0.8634764585040372,0.23884028125977824,0.2924903682182783,0.31673620135421654,0.3041308202534971,0.6488560990855438,0.7696167116987719,0.13182247403210576,0.0,1.0,1.0,45.770492518888446,224302,0.033822175950368634,0.7404698387121386,0.9669688075074387,1.0,litnet2020,hst,11,0.8874569741359579,225000,False
0.6001004302617128,0.08599335112339246,0.0786214417895036,0.9269543806853157,0.14494877114928023,0.07091707812348609,0.09769794641023012,0.0750263435194942,0.0,1.0,1.0,539.4701793117057,224941,18.810589303126918,0.045150495870543844,2821.8020135203083,1.0,litnet2020,kitnet,11,0.11471350924303853,225000,False
0.8400651367387244,0.4387148563452565,0.5544323483670296,0.390123794542097,0.4579870729455217,0.5317750118965755,0.6879119705408228,0.04316172646905876,0.0,0.0,1.0,91.30892427908607,223473,0.028661863550385427,0.42726764535871686,0.8615038454831117,1.0,litnet2020,loda,11,0.7840864000185667,225000,False
0.545011420968962,0.07416062431203635,0.07609592468856938,0.38478900212023803,0.1270637125369831,0.6114730893368685,0.7392572757876686,0.35463182897862233,0.0,1.0,1.0,17.275641330952368,224911,0.07531120622707765,0.45840191238609734,0.99609375,1.0,litnet2020,rrcf,11,0.8357389044465626,225000,False
0.7960480465126887,0.13988679551952327,0.15942553506506327,0.6628137610286574,0.25702843199660513,0.1230488545001489,0.25408697356189863,0.1119472315124489,0.0,1.0,1.0,53.559022672958314,224841,0.025360568291816515,0.2674539768203478,0.42341143966996286,1.0,litnet2020,iforest_asd,11,0.334309401923888,225000,False
0.5085413699482366,0.09923389644436229,0.06672241120465214,0.9605362150331714,0.12477732613669176,0.06287906578297153,0.06041595374293955,0.03917569278379519,0.0,0.0,1.0,216.53692063519964,224941,0.023489580320242523,7.416277703530301e-16,0.3034747808346104,1.0,litnet2020,lof_batch_ref,11,3.1077404857929427e-15,225000,False
0.7367741472468452,0.22914306891157404,0.3092113408443729,0.34163189932289173,0.3246141348497157,0.11536802757282079,0.23072125230562124,0.10012697261019408,0.0,1.0,1.0,10140.110875209188,224082,0.1279022062051293,0.0,1.0,1.0,litnet2020,ecod_batch_ref,11,0.48520872209564225,225000,False
0.7799536395399809,0.2081268016942385,0.1980234598688464,0.4399151904794474,0.27310942210521844,0.11483625813428054,0.232756148979149,0.11835381853335175,0.0,1.0,1.0,10360.305731494906,224368,0.1250554832121459,0.0,1.0,1.0,litnet2020,copod_batch_ref,11,0.4333792877629012,225000,False
0.9982057304047245,0.9430559308750308,0.9756133609222584,0.45147390739347515,0.617290877635947,0.014835446463523522,0.04405865592626865,0.0057479957646347,0.0,0.0,0.0,558.6067254831308,215183,0.16895434541693102,0.000249994850072016,1.0,1.0,litnet2020,bocpd_slo,23,0.6551724137931034,225000,False
0.8007767531151002,0.1775987286277338,0.20341077607513594,0.45031119622460847,0.28023579986805425,0.6492713216052176,0.7692315207865029,0.1454165032038708,0.0,1.0,1.0,46.48734693682645,224601,0.03471241823437082,0.7308206387426566,0.9858290611123827,1.0,litnet2020,hst,23,0.8732945168230717,225000,False
0.6001004302617128,0.08599335112339246,0.0786214417895036,0.9269543806853157,0.14494877114928023,0.07091707812348609,0.09769794641023012,0.0750263435194942,0.0,1.0,1.0,532.864650517532,224941,18.810589303126918,0.045150495870543844,2821.8020135203083,1.0,litnet2020,kitnet,23,0.11471350924303853,225000,False
0.8402534843204588,0.4077925446881129,0.4766663980011284,0.4044866972163327,0.4376202456711558,0.530622827583783,0.6871884493171613,0.0603505291005291,0.0,1.0,1.0,89.96911529917519,223823,0.027419107484076492,0.4648810056498905,0.8619999520384589,1.0,litnet2020,loda,23,0.7833219789048179,225000,False
0.5418621741606026,0.07384307976280069,0.0751104202136847,0.4163873880035565,0.1272641755944604,0.6091848973839984,0.7376110092694725,0.34856700232378,0.0,1.0,1.0,16.61780457502423,224908,0.0757342616677426,0.47012240922027687,0.99609375,1.0,litnet2020,rrcf,23,0.8268915966284245,225000,False
0.7791690008320447,0.12698677534126124,0.1493681868431732,0.7300458244990082,0.24799609674496412,0.12218287720623827,0.25186476812457453,0.10052455069223493,0.0,1.0,1.0,53.39849873704853,224861,0.025649858329740236,0.26695942017239954,0.43175115081924703,1.0,litnet2020,iforest_asd,23,0.32782447061596987,225000,False
0.5085413699482366,0.09923389644436229,0.06672241120465214,0.9605362150331714,0.12477732613669176,0.06287906578297153,0.06041595374293955,0.03917569278379519,0.0,0.0,1.0,220.84890253927026,224941,0.023489580320242523,7.416277703530301e-16,0.3034747808346104,1.0,litnet2020,lof_batch_ref,23,3.1077404857929427e-15,225000,False
0.7367741472468452,0.22914306891157404,0.3092113408443729,0.34163189932289173,0.3246141348497157,0.11536802757282079,0.23072125230562124,0.10012697261019408,0.0,1.0,1.0,11157.865684273553,224082,0.1279022062051293,0.0,1.0,1.0,litnet2020,ecod_batch_ref,23,0.48520872209564225,225000,False
0.7799536395399809,0.2081268016942385,0.1980234598688464,0.4399151904794474,0.27310942210521844,0.11483625813428054,0.232756148979149,0.11835381853335175,0.0,1.0,1.0,11112.320695175373,224368,0.1250554832121459,0.0,1.0,1.0,litnet2020,copod_batch_ref,23,0.4333792877629012,225000,False
0.9982057304047245,0.9430559308750308,0.9756133609222584,0.45147390739347515,0.617290877635947,0.014835446463523522,0.04405865592626865,0.0057479957646347,0.0,0.0,0.0,551.5047356256193,215183,0.16895434541693102,0.000249994850072016,1.0,1.0,litnet2020,bocpd_slo,47,0.6551724137931034,225000,False
0.8784206372751032,0.3677612660768194,0.4856848234865947,0.547636960536215,0.5148037419230398,0.5982802312056437,0.7374044531011521,0.03873917228103946,0.0,0.0,1.0,47.52626097924463,224490,0.04627059191190255,0.6954695817502098,0.9672851551079575,1.0,litnet2020,hst,47,0.8777291499198902,225000,False
0.6001004302617128,0.08599335112339246,0.0786214417895036,0.9269543806853157,0.14494877114928023,0.07091707812348609,0.09769794641023012,0.0750263435194942,0.0,1.0,1.0,537.7215039632121,224941,18.810589303126918,0.045150495870543844,2821.8020135203083,1.0,litnet2020,kitnet,47,0.11471350924303853,225000,False
0.8547716202686546,0.4299680082408497,0.46782888748862284,0.45701388413925176,0.46235815112095213,0.5310766119926025,0.6875362172299225,0.056179775280898875,0.0,1.0,1.0,89.7861114122265,223823,0.02802067928445304,0.46732473233247346,0.8619026017129489,1.0,litnet2020,loda,47,0.7821039820306617,225000,False
0.5508666957759913,0.07507564002855824,0.0767638888888889,0.3780179194309555,0.12761339628958335,0.6126515577697742,0.7400969620751934,0.3538032945736434,0.0,1.0,1.0,17.097414330383604,224911,0.07616475763318811,0.4590424326185078,0.99609375,1.0,litnet2020,rrcf,47,0.8392025417140424,225000,False
0.7756489984859998,0.12379655368578561,0.14772727272727273,0.7495383352711853,0.24681042734080288,0.12321784772856022,0.25369089809227924,0.10239395212095759,0.0,1.0,1.0,53.49472361268011,224868,0.02483659764991504,0.26863578010397693,0.42493301802543787,1.0,litnet2020,iforest_asd,47,0.32840383840344567,225000,False
0.5085413699482366,0.09923389644436229,0.06672241120465214,0.9605362150331714,0.12477732613669176,0.06287906578297153,0.06041595374293955,0.03917569278379519,0.0,0.0,1.0,220.80660289866918,224941,0.023489580320242523,7.416277703530301e-16,0.3034747808346104,1.0,litnet2020,lof_batch_ref,47,3.1077404857929427e-15,225000,False
